"Depth Limit","Generated Nodes","Visited Nodes","Time Taken (ms)"
"1","28","20","115.0"
"2","1340","1047","103.0"
"3","50974","46681","1790.0"
"4","1434117","2380319","79717.0"
"5","40285899","128778131","3255084.0"
