"Depth Limit","Generated Nodes","Visited Nodes","Time Taken (ms)"
"1","30","17","87.0"
"2","1635","904","65.0"
"3","114618","83243","1079.0"
"4","9695408","8276295","108235.0"
"5","834814046","795590721","1.251433E7"
"6","1564478008","389279041","3.0551108E7"
