"Depth Limit","Generated Nodes","Visited Nodes","Time Taken (ms)"
"1","8","6","86.0"
"2","81","34","25.0"
"3","1078","407","70.0"
"4","25572","10087","506.0"
"5","535997","245602","11484.0"
"6","9678628","4894089","234412.0"
"7","200701110","103615794","5588066.0"
"8","2147483646","669139525","6.0629567E7"
"9","2147483651","739894520","6.2251276E7"
"10","2147483652","768698084","6.3876718E7"
"11","2147483674","563407338","6.4998436E7"
"12","2147483647","553513749","6.4730018E7"
